courses,link,origin_site,profession,subscription,scope
The Basics of Stage Lighting,https://www.youtube.com/watch?v=YuhK6q4XALU,youtube.com,Lighting designer,free,Media _ Communications
Eurovision 2016 - Lighting Designer Fredrik Jönsson,https://www.youtube.com/watch?v=5ENw9bcEyz8,youtube.com,Lighting designer,free,Media _ Communications
The Voice' Lighting Designer Oscar Dominguez -­ Variety Artisans,https://www.youtube.com/watch?v=zMgdTvrfpmA,youtube.com,Lighting designer,free,Media _ Communications
A day as a lighting technician - VLOG - GIG LOG - LIGHTING GIG,https://www.youtube.com/watch?v=4UxOfN5jOU0,youtube.com,Lighting designer,free,Media _ Communications
Career Advice on becoming a Lighting Technician by Neil C (Full Version),https://www.youtube.com/watch?v=oojsdbqzU04,youtube.com,Lighting designer,free,Media _ Communications
,,,Lighting designer,,Media _ Communications
how i got my job: bbc radio presenter,https://www.youtube.com/watch?v=bzy6ALm-5ko,youtube.com,Radio presenter,free,Media _ Communications
Top 5 Radio Presenter Tips,https://www.youtube.com/watch?v=4YhZKaBVlEI,youtube.com,Radio presenter,free,Media _ Communications
So You Want To Be A Radio Presenter? We Interview Capital FM's Pandora!,https://www.youtube.com/watch?v=4BbYHKx8ejg,youtube.com,Radio presenter,free,Media _ Communications
How to be a Radio & TV host | 7 TV tips | Britt Waters,https://www.youtube.com/watch?v=SNOr091Yo7c,youtube.com,Radio presenter,free,Media _ Communications
DAY IN THE LIFE AT A RADIO STATION!,https://www.youtube.com/watch?v=wvrgfGf1sd8,youtube.com,Radio presenter,free,Media _ Communications
How To- Host a Radio Show WGRD 97.9,https://www.youtube.com/watch?v=4XalJ5uuAdU,youtube.com,Radio presenter,free,Media _ Communications
How to Get a Radio Voice in 3 Easy Steps,https://www.youtube.com/watch?v=Gcos5I_Bkbo,youtube.com,Radio presenter,free,Media _ Communications
What is RADIO PRODUCER? What does RADIO PRODUCER mean? RADIO PRODUCER meaning & explanation,https://www.youtube.com/watch?v=cXp5fcH8SNA,youtube.com,Radio producer,free,Media _ Communications
A Day in the Life of a Radio Producer | Communicorp Media,https://www.youtube.com/watch?v=9ag7Yb_ABCg,youtube.com,Radio producer,free,Media _ Communications
How to Find Content for Your Radio Show,https://www.youtube.com/watch?v=PtLqlY9b-4k,youtube.com,Radio producer,free,Media _ Communications
Radio Broadcasting | Part 1 of 4: How To Structure a Short Radio Feature,https://www.youtube.com/watch?v=giLkZsLq9QI,youtube.com,Radio producer,free,Media _ Communications
Take It On - Production,https://www.youtube.com/watch?v=VbBak8mrABM&t=50s,youtube.com,Radio producer,free,Media _ Communications
A Day in the Life : Radio Producer,https://www.youtube.com/watch?v=m2hlvGMVTdc,youtube.com,Radio producer,free,Media _ Communications
,,,Radio producer,,Media _ Communications
Compression for Music Producers,https://www.udemy.com/course/andi-vax-compression/,udemy.com,Music editor,free,Media _ Communications
Music Production in Logic Pro X - The Beginners Guide!,https://www.udemy.com/course/logicproxintro/,udemy.com,Music editor,free,Media _ Communications
Music Production in Logic Pro X : The Beginner's Workshop!,https://www.udemy.com/course/logic-pro-x-beginners-workshop/,udemy.com,Music editor,free,Media _ Communications
Music Production in Logic Pro X -Beginner Guide 5 Easy Steps,https://www.udemy.com/course/logicprobeginner/,udemy.com,Music editor,free,Media _ Communications
Producing & Mixing Urban music in Logic pro X,https://www.udemy.com/course/producing-mixing-urban-music-in-logic-pro-x/,udemy.com,Music editor,free,Media _ Communications
Electronic Music Production: Finish More Music Fast,https://www.udemy.com/course/finish-more-music/,udemy.com,Music editor,free,Media _ Communications
Create a Music Production Template in Logic Pro X,https://www.udemy.com/course/music-production-template-in-logic-pro-x/,udemy.com,Music editor,free,Media _ Communications
Logic Pro X Drummer Tutorial,https://www.udemy.com/course/logic-pro-x-drummer-for-music-production/,udemy.com,Music editor,free,Media _ Communications
"""What Does a Music Editor Do?"" | #AskMeAnything",https://www.youtube.com/watch?v=ZP5WYa2Z1VY,youtube.com,Music editor,free,Media _ Communications
Variety Artisans: How Do You Learn To Be a Music Supervisor?,https://www.youtube.com/watch?v=OPSyAeSvsHg,youtube.com,Music Supervisor,free,Media _ Communications
AMAZING Advice From a Top Music Supervisor,https://www.youtube.com/watch?v=cFT9JIfg7RI,youtube.com,Music Supervisor,free,Media _ Communications
What is MUSIC SUPERVISOR? What does MUSIC SUPERVISOR mean? MUSIC SUPERVISOR meaning & explanation,https://www.youtube.com/watch?v=mbN_78shDDs,youtube.com,Music Supervisor,free,Media _ Communications
Variety Artisans: “Does Anybody Know What a Music Supervisor Does?”,https://www.youtube.com/watch?v=EbMI1GoSJaw,youtube.com,Music Supervisor,free,Media _ Communications
Top Industry Tips Music Supervisors DON'T Want You To Know,https://www.youtube.com/watch?v=DBOCVF3rxRI,youtube.com,Music Supervisor,free,Media _ Communications
Where Music Supervisor Carrie Hughes Finds Music - ASCAP EXPO,https://www.youtube.com/watch?v=cSrkgIUNDJ8,youtube.com,Music Supervisor,free,Media _ Communications
Day In The Life Of A Radio DJ,https://www.youtube.com/watch?v=44PwPxXu7Hk,youtube.com,Radio DJ,free,Media _ Communications
I'd like to be...a Radio Jockey! - Think Stations,https://www.youtube.com/watch?v=86ltsHEJZ0c,youtube.com,Radio DJ,free,Media _ Communications
How To Become A Radio DJ - Interview with BBC's Mike Shaft,https://www.youtube.com/watch?v=B_iLwaPie54,youtube.com,Radio DJ,free,Media _ Communications
I Learned How To Become A DJ | Lucie For Hire | Refinery29,https://www.youtube.com/watch?v=ssao5s1btSU,youtube.com,Radio DJ,free,Media _ Communications
,,,Radio DJ,,Media _ Communications
Broadcast Announcers and Radio Disc Jockeys Career Video,https://www.youtube.com/watch?v=ftGPn35lNhw,youtube.com,Radio DJ,free,Media _ Communications
Martin Kemp On His New Radio DJ Job And Getting Advice From His Son | Good Morning Britain,https://www.youtube.com/watch?v=JZLTWgGOrFQ,youtube.com,Radio DJ,free,Media _ Communications
The Power of Podcasting for Storytelling,https://www.futurelearn.com/courses/podcasting,futurelearn.com,Radio DJ,free,Media _ Communications
Learn how to Podcast in 2019,https://www.udemy.com/course/learn-how-to-podcast-in-2019-super-fast/,udemy.com,Radio DJ,free,Media _ Communications
Podcasting For Anyone - Quick and Easy,https://www.udemy.com/course/podcasting-quick-and-easy/,udemy.com,Radio DJ,free,Media _ Communications
How to Start a Podcast (Complete Tutorial) 🎤 Equipment & Software,https://www.youtube.com/watch?v=PIJpOcFf5h4,youtube.com,Radio DJ,free,Media _ Communications
How To Launch a Podcast in 11 Steps (For Beginners),https://www.youtube.com/watch?v=gfsPgm0v7jk,youtube.com,Radio DJ,free,Media _ Communications
,,,Radio DJ,,Media _ Communications
