courses,link,origin_site,profession,subscription,scope
,,,Vegan Chef,,Culinary Arts _ Culinary Services
,,,Urban Farmer,,Culinary Arts _ Culinary Services
,,,Food Photographer,,Culinary Arts _ Culinary Services
,,,Restaurant manager,,Culinary Arts _ Culinary Services
,,,Mycologist,,Culinary Arts _ Culinary Services
