courses,link,origin_site,profession,subscription,scope
Sketchup Architect Beginner Fast Track,https://www.udemy.com/course/sketchup-just-the-basics/,udemy.com,Architectural Designer,free,Design
Mass Building using Autodesk Revit,https://www.udemy.com/course/revit_3dtraining_quickstart/,udemy.com,Architectural Designer,free,Design
,,,Architectural Designer,,Design
Machine Design Part I,https://www.coursera.org/learn/machine-design1,Coursera.org,Engineering Designer,free,Design
Unified Design–Engineering Workflow,https://www.udemy.com/course/unified-design-engineering-workflow/,udemy.com,Engineering Designer,free,Design
,,,Engineering Designer,,Design
MedTech: Trends and Product Design,https://www.futurelearn.com/courses/medtech-trends-and-product-design,futurelearn.com,Product Designer,free,Design
How to Design a Typographic Poster,https://www.udemy.com/course/how-to-design-a-typographic-poster/,udemy.com,Product Designer,free,Design
Creative Problem Solving,https://www.coursera.org/learn/creative-problem-solving?edocomorp=career-development-free&ranMID=40328&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-.dcj3dGb1BDg5pOpl.H2Qw&siteID=SAyYsTvLiGQ-.dcj3dGb1BDg5pOpl.H2Qw&utm_content=10&utm_medium=partners&utm_source=linkshare&utm_campaign=SAyYsTvLiGQ,Coursera.org,Design Thinking,free+certificate till 31.07,Design
Creative Thinking: Techniques and Tools for Success,https://www.coursera.org/learn/creative-thinking-techniques-and-tools-for-success?edocomorp=career-development-free&ranMID=40328&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-ZFlrnNQ0vfqrP1il_QvCsQ&siteID=SAyYsTvLiGQ-ZFlrnNQ0vfqrP1il_QvCsQ&utm_content=10&utm_medium=partners&utm_source=linkshare&utm_campaign=SAyYsTvLiGQ,Coursera.org,Design Thinking,free+certificate till 31.07,Design
Design Thinking for Innovation,https://www.coursera.org/learn/uva-darden-design-thinking-innovation,Coursera.org,Design Thinking,free,Design
,,,Comics Designer,,Design
